time,true_detuning,measured_offset,estimated_offset,servo_correction,corrected_offset
1.0,3.4774768398737775e-05,5.462407846129613e-05,5.4624077915055366e-05,2.7421287113357796e-06,3.2032639687401994e-05
2.0,-9.772843183719103e-05,-0.00015351146165687446,-8.413294804344008e-05,-4.212549176197682e-06,-9.351588266099334e-05
3.0,-1.6967713078205968e-06,-2.6652821373540636e-06,-3.321565687540798e-05,-1.673327749171158e-06,-2.3443558649438894e-08
4.0,-8.76240235742501e-05,-0.00013763949429992928,-9.785898480054459e-05,-4.925065942388097e-06,-8.269895763186199e-05
5.0,-9.855619890187088e-05,-0.00015481171511913527,-0.00013306612717896554,-6.7120362867449375e-06,-9.184416261512594e-05
6.0,-0.00012155389740788159,-0.00019093641537057393,-0.00016883318029733914,-8.534155578723085e-06,-0.0001130197418291585
7.0,0.00010201140748368955,0.00016023914405721706,3.454573634615064e-05,1.6416994007206339e-06,0.00010036970808296891
8.0,0.00020930887902801532,0.0003287816173948299,0.0002163936466193917,1.0777373643706567e-05,0.00019853150538430876
9.0,0.00026793518408709395,0.00042087160099527066,0.0003427679860691894,1.7164644213410292e-05,0.00025077053987368367
10.0,0.00027082159854999025,0.00042540557016648717,0.0003938408225970241,1.979705420432143e-05,0.00025102454434566883
11.0,0.0002702933598930051,0.00042457581483579254,0.00041283609248836617,2.0829384917386207e-05,0.0002494639749756189
12.0,0.0001830629031642777,0.0002875545352286346,0.0003354078319122765,1.7025053454964177e-05,0.0001660378497093135
13.0,-2.0646715223808325e-06,-3.2431784431630195e-06,0.00012610999717784492,6.5853837176781665e-06,-8.650055240058999e-06
14.0,6.95289569887653e-05,0.000109215830209064,0.00011566882777944772,6.086459013314196e-06,6.34424979754511e-05
15.0,-7.18804118034684e-05,-0.00011290948679090751,-2.560033971634479e-05,-9.821194294186987e-07,-7.089829237404969e-05
16.0,-7.659332188897906e-06,-1.2031250867933219e-05,-1.7214181611657992e-05,-5.662543605066905e-07,-7.093077828391215e-06
17.0,2.923552306166582e-05,4.592305223427573e-05,2.1806774860780155e-05,1.3891548180873731e-06,2.7846368243578446e-05
18.0,6.890318540633578e-05,0.00010823287050681918,7.522103948498175e-05,4.07491225719445e-06,6.482827314914134e-05
19.0,0.00012132843153572011,0.00019058225440737875,0.0001465181912905047,7.669073485728698e-06,0.0001136593580499914
20.0,-4.6486850211525086e-05,-7.302137354614491e-05,1.0835278346093977e-05,8.870948941773802e-07,-4.737394510570247e-05
21.0,-9.90206624006748e-05,-0.00015554129267569827,-9.199109747703447e-05,-4.272622116474449e-06,-9.474804028420034e-05
22.0,-0.00013027564696182066,-0.00020463650748980822,-0.00016160978954159639,-7.785878677610865e-06,-0.00012248976828420978
