target,prediction,raw_uncertainty,calibrated_uncertainty,raw_lower_95,raw_upper_95,calibrated_lower,calibrated_upper,absolute_error,raw_inside_interval,calibrated_inside_interval
-0.0005322931,-0.0004513506,3.5608835e-05,0.00017280108,-0.00052114396,-0.0003815573,-0.00062415167,-0.00027854953,8.09425e-05,False,True
-0.0005538745,-0.0006081172,7.24737e-05,0.00035169738,-0.00075016567,-0.00046606874,-0.0009598146,-0.00025641982,5.424273e-05,True,True
-0.00065722124,-0.00064325635,4.7505328e-05,0.0002305319,-0.0007363668,-0.0005501459,-0.00087378826,-0.00041272445,1.3964891e-05,True,True
-0.0007096162,-0.0007217508,5.7135334e-05,0.000277264,-0.00083373603,-0.0006097655,-0.0009990148,-0.0004444868,1.2134609e-05,True,True
-0.00068580674,-0.0007534407,5.3277254e-05,0.00025854167,-0.00085786416,-0.0006490173,-0.0010119823,-0.00049489905,6.7633984e-05,True,True
-0.00069810514,-0.00074561615,4.470722e-05,0.00021695335,-0.0008332423,-0.00065799,-0.0009625695,-0.0005286628,4.7511014e-05,True,True
-0.0006955676,-0.0007501551,4.194465e-05,0.00020354729,-0.0008323666,-0.00066794356,-0.0009537024,-0.0005466078,5.4587494e-05,True,True
-0.000873944,-0.0007449541,5.172803e-05,0.00025102365,-0.000846341,-0.0006435672,-0.0009959778,-0.0004939304,0.00012898992,False,True
-0.0008330406,-0.0008545959,6.5681306e-05,0.00031873555,-0.0009833312,-0.00072586053,-0.0011733314,-0.00053586037,2.1555286e-05,True,True
-0.00096750323,-0.0008216889,5.8774604e-05,0.000285219,-0.0009368871,-0.0007064907,-0.0011069078,-0.0005364699,0.00014581432,False,True
-0.0011213473,-0.00092396274,6.6676585e-05,0.0003235654,-0.0010546489,-0.00079327665,-0.0012475281,-0.00060039735,0.00019738456,False,True
-0.00093106227,-0.0010387178,8.3506835e-05,0.00040523853,-0.0012023912,-0.0008750444,-0.0014439563,-0.00063347927,0.000107655535,True,True
-0.00090670306,-0.0009125016,6.998305e-05,0.00033961085,-0.0010496684,-0.00077533483,-0.0012521124,-0.00057289074,5.7985308e-06,True,True
-0.0006963667,-0.0008376334,6.541921e-05,0.00031746365,-0.000965855,-0.00070941175,-0.001155097,-0.00052016973,0.00014126668,False,True
-0.0005264658,-0.00064164115,7.541912e-05,0.0003659908,-0.00078946265,-0.00049381965,-0.0010076319,-0.00027565035,0.000115175324,True,True
-0.00048613007,-0.00045062465,6.364669e-05,0.000308862,-0.00057537213,-0.00032587716,-0.0007594867,-0.00014176263,3.550542e-05,True,True
-0.00049261906,-0.00039405318,4.3844746e-05,0.00021276798,-0.00047998887,-0.00030811748,-0.00060682115,-0.0001812852,9.8565884e-05,False,True
-0.0005407922,-0.00040147334,3.221982e-05,0.00015635502,-0.0004646242,-0.00033832248,-0.00055782835,-0.00024511834,0.00013931884,False,True
-0.00039551695,-0.0004531156,3.903876e-05,0.0001894457,-0.00052963156,-0.0003765996,-0.0006425613,-0.00026366988,5.7598634e-05,True,True
-0.00033448573,-0.00032335523,5.4109012e-05,0.000262578,-0.0004294089,-0.00021730157,-0.0005859332,-6.0777238e-05,1.1130498e-05,True,True
-0.00021890727,-0.000258839,3.415347e-05,0.00016573854,-0.00032577978,-0.0001918982,-0.00042457753,-9.310045e-05,3.993172e-05,True,True
-0.00011230462,-0.00016870903,4.2820953e-05,0.00020779976,-0.0002526381,-8.477995e-05,-0.0003765088,3.9090737e-05,5.640441e-05,True,True
-8.06629e-05,-4.2724623e-05,4.369957e-05,0.00021206347,-0.00012837577,4.292653e-05,-0.0002547881,0.00016933885,3.793828e-05,True,True
-5.787178e-05,-3.1959313e-05,3.3927678e-05,0.00016464284,-9.845756e-05,3.4538938e-05,-0.00019660215,0.00013268353,2.5912468e-05,True,True
-2.6390097e-05,-1.32409705e-05,3.341294e-05,0.00016214495,-7.8730336e-05,5.2248397e-05,-0.00017538593,0.00014890397,1.3149126e-05,True,True
0.00018372358,-2.6232743e-07,3.4648543e-05,0.00016814102,-6.8173475e-05,6.764882e-05,-0.00016840335,0.0001678787,0.0001839859,False,False
0.00017229785,0.00019079761,8.042092e-05,0.00039026333,3.3172604e-05,0.00034842262,-0.00019946572,0.00058106094,1.8499763e-05,True,True
0.00019753534,0.0002043714,4.4720986e-05,0.00021702016,0.00011671827,0.00029202455,-1.2648758e-05,0.00042139157,6.8360678e-06,True,True
0.00018976122,0.00021706229,3.5358946e-05,0.00017158844,0.00014775875,0.00028636583,4.5473847e-05,0.00038865075,2.7301066e-05,True,True
0.00023978924,0.00022434097,3.8589285e-05,0.0001872645,0.00014870596,0.00029997597,3.7076476e-05,0.00041160546,1.544827e-05,True,True
0.00038690164,0.00024210238,4.7136375e-05,0.00022874145,0.00014971508,0.00033448968,1.3360928e-05,0.00047084384,0.00014479925,False,True
0.00045508973,0.00036553794,6.376342e-05,0.00030942852,0.00024056163,0.00049051427,5.610942e-05,0.0006749665,8.955179e-05,True,True
0.00047923427,0.0004390512,4.3699332e-05,0.00021206232,0.00035340048,0.0005247019,0.00022698886,0.0006511135,4.0183077e-05,True,True
0.0005285552,0.00044526387,5.3790463e-05,0.00026103214,0.00033983454,0.0005506932,0.00018423173,0.000706296,8.329132e-05,True,True
0.0004646251,0.00047596704,5.1111947e-05,0.00024803396,0.0003757876,0.00057614647,0.00022793308,0.000724001,1.1341937e-05,True,True
0.00031893083,0.00042423845,5.005965e-05,0.00024292742,0.00032612152,0.0005223554,0.00018131103,0.00066716585,0.00010530761,False,True
0.00020284201,0.00026592216,4.979866e-05,0.00024166088,0.0001683168,0.00036352754,2.4261288e-05,0.000507583,6.308015e-05,True,True
7.9023754e-05,0.00014201856,3.8871887e-05,0.0001886359,6.5829656e-05,0.00021820745,-4.6617337e-05,0.00033065444,6.2994804e-05,True,True
5.7670124e-05,7.6053802e-06,3.8831866e-05,0.00018844169,-6.8505076e-05,8.3715844e-05,-0.0001808363,0.00019604707,5.0064744e-05,True,True
-8.903814e-05,-2.9114244e-05,3.3874916e-05,0.0001643868,-9.550908e-05,3.7280595e-05,-0.00019350105,0.00013527255,5.99239e-05,True,True
-7.677737e-05,-0.0001799383,4.162588e-05,0.00020200036,-0.00026152504,-9.835157e-05,-0.00038193865,2.2062057e-05,0.000103160935,False,True
-0.00010490966,-0.00015856273,3.1611722e-05,0.00015340406,-0.0002205217,-9.6603755e-05,-0.0003119668,-5.1586685e-06,5.365307e-05,True,True
-5.4168508e-05,-0.00018855337,2.7840302e-05,0.00013510228,-0.00024312036,-0.00013398638,-0.00032365567,-5.345109e-05,0.00013438487,False,True
-0.00016263327,-0.000114854294,4.0248255e-05,0.00019531508,-0.00019374088,-3.5967714e-05,-0.00031016936,8.0460784e-05,4.7778973e-05,True,True
-0.00017107175,-0.00020310837,4.6426343e-05,0.00022529585,-0.00029410401,-0.000112112735,-0.00042840422,2.218748e-05,3.2036623e-05,True,True
-0.0001446742,-0.00022098621,2.9305733e-05,0.00014221366,-0.00027842546,-0.00016354698,-0.00036319986,-7.877256e-05,7.631202e-05,False,True
-0.00023326561,-0.00018884454,3.1556756e-05,0.00015313733,-0.0002506958,-0.0001269933,-0.00034198188,-3.5707213e-05,4.4421075e-05,True,True
-0.00049587816,-0.00026039645,3.9276605e-05,0.0001905999,-0.0003373786,-0.0001834143,-0.00045099633,-6.979656e-05,0.00023548171,False,False
-0.00042741277,-0.00047654295,8.173388e-05,0.0003966348,-0.00063674134,-0.00031634455,-0.0008731778,-7.9908146e-05,4.9130176e-05,True,True
-0.0005383011,-0.00045379304,4.8435493e-05,0.00023504577,-0.0005487266,-0.00035885948,-0.0006888388,-0.00021874727,8.4508036e-05,True,True
-0.00052560057,-0.0005261155,4.1489722e-05,0.00020133962,-0.00060743536,-0.00044479562,-0.0007274551,-0.00032477587,5.1490497e-07,True,True
-0.0006020652,-0.0005127752,3.781295e-05,0.00018349713,-0.0005868886,-0.00043866184,-0.00069627236,-0.00032927806,8.928997e-05,False,True
-0.0006808267,-0.0005525432,3.6629564e-05,0.00017775444,-0.0006243372,-0.00048074927,-0.00073029764,-0.00037478877,0.00012828351,False,True
-0.00063559576,-0.00061118865,4.3493495e-05,0.00021106345,-0.0006964359,-0.0005259414,-0.0008222521,-0.0004001252,2.4407113e-05,True,True
-0.00069231295,-0.0005657126,3.839793e-05,0.0001863359,-0.0006409725,-0.0004904526,-0.00075204845,-0.00037937667,0.00012660038,False,True
-0.0005784016,-0.00059274177,3.8526356e-05,0.00018695912,-0.0006682534,-0.00051723013,-0.0007797009,-0.00040578266,1.4340156e-05,True,True
-0.000601029,-0.0005060561,4.3638425e-05,0.00021176676,-0.00059158745,-0.0004205248,-0.00071782287,-0.00029428938,9.49729e-05,False,True
-0.00068970845,-0.000498205,4.0010684e-05,0.0001941622,-0.0005766259,-0.00041978408,-0.0006923672,-0.00030404283,0.00019150344,False,True
-0.00060223264,-0.00058394345,6.392763e-05,0.00031022538,-0.0007092416,-0.00045864529,-0.00089416886,-0.00027371806,1.8289196e-05,True,True
-0.0005409619,-0.00050560175,4.959437e-05,0.00024066953,-0.00060280674,-0.0004083968,-0.0007462713,-0.00026493223,3.5360164e-05,True,True
-0.0006210216,-0.00046934825,3.5330217e-05,0.00017144902,-0.0005385955,-0.000400101,-0.00064079725,-0.00029789924,0.00015167336,False,True
-0.00060158933,-0.0005309685,4.6211484e-05,0.00022425319,-0.000621543,-0.00044039398,-0.0007552217,-0.0003067153,7.062085e-05,True,True
-0.00065146596,-0.0005214731,3.5915193e-05,0.00017428776,-0.0005918669,-0.00045107934,-0.0006957609,-0.00034718536,0.00012999284,False,True
-0.00067379215,-0.0005610895,4.4378387e-05,0.0002153576,-0.0006480711,-0.00047410786,-0.0007764471,-0.00034573188,0.00011270266,False,True
-0.00076241285,-0.0005609874,5.0443192e-05,0.00024478865,-0.0006598561,-0.00046211874,-0.00080577604,-0.00031619874,0.00020142546,False,True
-0.0005649205,-0.0006488604,6.2531435e-05,0.00030344998,-0.00077142206,-0.00052629877,-0.0009523104,-0.00034541043,8.393993e-05,True,True
-0.00039192758,-0.0005006115,5.8053713e-05,0.00028172066,-0.00061439676,-0.00038682623,-0.00078233215,-0.00021889084,0.00010868392,True,True
-0.0003858222,-0.0003401447,5.7375666e-05,0.00027843026,-0.000452601,-0.0002276884,-0.00061857497,-6.171444e-05,4.56775e-05,True,True
-0.00046086218,-0.00031251393,3.514357e-05,0.00017054327,-0.00038139534,-0.00024363253,-0.0004830572,-0.00014197067,0.00014834825,False,True
-0.00032129072,-0.0003694279,3.7393995e-05,0.00018146404,-0.00044272013,-0.00029613567,-0.000550892,-0.00018796386,4.8137183e-05,True,True
-0.0003187545,-0.00024636468,5.481675e-05,0.00026601247,-0.00035380552,-0.00013892385,-0.0005123771,1.9647792e-05,7.238981e-05,True,True
-7.1508e-05,-0.00022766727,3.6109017e-05,0.00017522836,-0.00029844095,-0.0001568936,-0.00040289562,-5.2438918e-05,0.00015615928,False,True
2.0834683e-05,-1.822653e-05,7.085643e-05,0.00034384918,-0.00015710515,0.00012065209,-0.00036207572,0.00032562265,3.906121e-05,True,True
0.00015285569,7.3113086e-05,4.3823184e-05,0.00021266335,-1.2780358e-05,0.00015900654,-0.00013955026,0.00028577645,7.9742604e-05,True,True
0.00029923848,0.00016070907,4.293759e-05,0.00020836577,7.655139e-05,0.00024486674,-4.7656707e-05,0.00036907484,0.00013852942,False,True
0.0003391154,0.00029068894,7.424868e-05,0.00036031095,0.00014516152,0.00043621636,-6.962201e-05,0.0006509999,4.8426446e-05,True,True
0.00036942292,0.00031565028,4.491158e-05,0.00021794507,0.00022762359,0.00040367697,9.770521e-05,0.00053359533,5.3772645e-05,True,True
0.0003689034,0.00035880468,4.4141165e-05,0.00021420643,0.000272288,0.00044532138,0.00014459825,0.0005730111,1.0098709e-05,True,True
0.00049398106,0.00033327242,4.5061857e-05,0.00021867432,0.00024495117,0.00042159366,0.00011459809,0.00055194675,0.00016070865,False,True
0.00041390918,0.00044795647,7.2585935e-05,0.00035224203,0.00030568804,0.00059022487,9.571444e-05,0.0008001985,3.404729e-05,True,True
0.00052790856,0.00036662523,4.782957e-05,0.00023210538,0.00027287926,0.0004603712,0.00013451985,0.00059873064,0.00016128333,False,True
0.0005914345,0.00046110104,5.89212e-05,0.00028593038,0.0003456155,0.0005765866,0.00017517066,0.0007470314,0.00013033344,False,True
0.00052063377,0.0005411139,5.9258957e-05,0.00028756942,0.00042496633,0.00065726147,0.00025354448,0.0008286833,2.0480133e-05,True,True
0.0005402643,0.00046055962,5.6643097e-05,0.0002748753,0.00034953916,0.0005715801,0.00018568433,0.00073543494,7.970468e-05,True,True
0.0005903184,0.00047258017,5.3560012e-05,0.00025991382,0.00036760254,0.0005775578,0.00021266635,0.000732494,0.00011773824,False,True
0.0004255497,0.0005115471,4.9539398e-05,0.00024040275,0.00041444987,0.00060864433,0.00027114432,0.00075194985,8.5997395e-05,True,True
0.0003397265,0.00036294013,6.745589e-05,0.00032734717,0.00023072658,0.0004951537,3.5592966e-05,0.0006902873,2.3213623e-05,True,True
0.00027988965,0.0002520169,4.825787e-05,0.0002341838,0.00015743148,0.00034660235,1.783311e-05,0.0004862007,2.7872738e-05,True,True
0.00011717998,0.000190045,2.964663e-05,0.00014386795,0.0001319376,0.00024815238,4.6177054e-05,0.00033391296,7.286502e-05,False,True
-7.661891e-05,3.5036424e-05,4.9837574e-05,0.00024184973,-6.2645224e-05,0.00013271807,-0.0002068133,0.00027688616,0.00011165533,False,True
-0.0001553153,-0.00015692764,5.15017e-05,0.00024992533,-0.00025787097,-5.5984296e-05,-0.00040685298,9.2997696e-05,1.6123377e-06,True,True
-0.00025207808,-0.00024560452,3.146765e-05,0.00015270492,-0.00030728112,-0.00018392791,-0.00039830944,-9.28996e-05,6.473565e-06,True,True
-0.00029327805,-0.00032714417,4.5082095e-05,0.00021877253,-0.00041550508,-0.00023878325,-0.00054591673,-0.000108371634,3.386612e-05,True,True
-0.00040362464,-0.00037374557,3.5471105e-05,0.00017213271,-0.00044326895,-0.0003042222,-0.0005458783,-0.00020161286,2.987907e-05,True,True
-0.00069413264,-0.00047804884,4.749835e-05,0.00023049804,-0.0005711456,-0.00038495206,-0.0007085469,-0.00024755078,0.0002160838,False,True
-0.0007159727,-0.0007170043,8.237523e-05,0.0003997471,-0.0008784598,-0.0005555488,-0.0011167515,-0.0003172572,1.0316144e-06,True,True
-0.0007210156,-0.0007472042,6.3526684e-05,0.00030827968,-0.0008717165,-0.0006226919,-0.0010554838,-0.0004389245,2.6188558e-05,True,True
-0.0007614375,-0.00074373797,4.77649e-05,0.00023179155,-0.0008373572,-0.00065011875,-0.00097552955,-0.0005119464,1.7699553e-05,True,True
-0.00061234034,-0.0007570633,4.4427237e-05,0.00021559467,-0.00084414065,-0.0006699859,-0.00097265793,-0.0005414686,0.00014472293,False,True
-0.00040339876,-0.0006239114,7.04997e-05,0.00034211806,-0.0007620908,-0.000485732,-0.0009660295,-0.00028179333,0.00022051262,False,True
-0.0003835144,-0.00036677002,7.109811e-05,0.00034502198,-0.0005061223,-0.00022741772,-0.00071179203,-2.1748041e-05,1.6744365e-05,True,True
-0.00033359573,-0.0003405954,4.2205796e-05,0.00020481455,-0.00042331876,-0.00025787205,-0.00054541,-0.00013578085,6.999675e-06,True,True
-0.00037147803,-0.0003072816,3.0738847e-05,0.00014916822,-0.00036752972,-0.00024703346,-0.0004564498,-0.00015811337,6.419644e-05,False,True
-0.00033160654,-0.00033041672,4.7549907e-05,0.00023074824,-0.00042361455,-0.00023721889,-0.0005611649,-9.966848e-05,1.1898228e-06,True,True
-0.0002928005,-0.00031927467,4.1161304e-05,0.00019974587,-0.00039995083,-0.0002385985,-0.00051902054,-0.00011952879,2.6474154e-05,True,True
-0.00024158764,-0.0002831977,3.315152e-05,0.00016087633,-0.00034817468,-0.00021822072,-0.00044407404,-0.00012232138,4.1610067e-05,True,True
-7.5238335e-05,-0.00022750843,3.5977057e-05,0.00017458799,-0.00029802346,-0.0001569934,-0.00040209643,-5.292044e-05,0.00015227009,False,True
-7.1838105e-05,-5.790807e-05,6.291787e-05,0.00030532526,-0.0001812271,6.541096e-05,-0.00036323332,0.0002474172,1.39300355e-05,True,True
5.9953345e-06,-3.820471e-05,3.783905e-05,0.0001836238,-0.00011236925,3.595983e-05,-0.00022182851,0.00014541908,4.4200046e-05,True,True
0.000114300216,1.5908463e-05,4.116856e-05,0.0001997811,-6.4781925e-05,9.6598844e-05,-0.00018387265,0.00021568956,9.8391756e-05,False,True
