metric,value
kalman_mean,0.0002515195172167944
kalman_std,0.00036305020420007104
kalman_rms,0.000441664486132497
kalman_max_abs,0.0017365898214854122
ai_mean,0.00018208559209352142
ai_std,0.0002698455635472607
ai_rms,0.00032553308743380756
ai_max_abs,0.0013326958836716652
rms_improvement_percent,26.294031407327278
std_improvement_percent,25.67265892555366
max_improvement_percent,23.25787775654885
