seed,kalman_mean,ai_mean,kalman_std,ai_std,kalman_rms,ai_rms,kalman_max,ai_max,rms_improvement_percent,std_improvement_percent,max_improvement_percent
42,0.0002515195172167944,0.00018207168549769963,0.00036305020420007104,0.0002698452445119604,0.000441664486132497,0.0003255250445752107,0.0017365898214854122,0.0013326765364780897,26.295852440905797,25.67274680191253,23.258991847702447
123,0.0008828722984432838,0.0006145474682692434,0.0006282986350717841,0.00044073684657900715,0.001083615554609472,0.0007562523115260833,0.0025588626167589446,0.0018204967227178975,30.210275377725488,29.8523310449891,28.855237839077947
456,-0.00031347981775075044,-0.00022020482488294382,0.00041163120616737574,0.00030947009411229744,0.0005174068476816405,0.00037981825134082513,0.0015529695100880928,0.0011882413350615493,26.59195504607495,24.81860231304669,23.485855495376352
789,0.0003809139213313845,0.0002629829295680649,0.0006397328335595746,0.00043913198439266964,0.0007445492017309633,0.0005118563479735752,0.0023353811208656327,0.0016384932827205312,31.252851150254774,31.356972574118192,29.840432977671455
1000,-0.0008964906757658006,-0.0006709997325178323,0.0009316513720572495,0.0007154492464201461,0.0012929307061057748,0.0009808711766802801,0.0030938909934026333,0.0023999665090489457,24.135827848454323,23.206333626675317,22.428860158079317
